2E0AGB,Allen
I0VBT,no name
I0WBX,Augusto
I1ABT,Bruno
I1ADT,Aurelio
I1APQ,Domenico
I1ATL,Romualdo
I1EFC,Ezio
I1EIS,Marco
I1ENN,Pietro
I1FY,Cesare
I1GPG,Marco
I1GZG,Amedeo
I1GZO,Aldo
I1HKJ,Cesare
I1HLP,Luciano
I1JBO,Ivano
I1LET,Franco
I1NOL,Lucio
I1SAF,Jul
I1URJ,Claudio
I1WAL,Aldo
I1XPQ,Michele
I1YDT,Dino
I1YTO,Melo
I1ZB,Antonio
I1ZL,Livio
I2CZQ,Pietro
I2IAL,Andrea
I2JJR,Augusto
I2JSB,Giorgio
I2MDI,Silvano
I2MOV,Flaviano
I2PJF,Fausto (Pic)
I2QIL,Antonio
I2UCE,Carletto
I2YDX,Guiseppe
I2ZBX,Giuseppe
I2ZGA,Giancarlo
I2ZZU,Egidio
I3DBD,Dino
I3FIY,Nicola
I3FOM,Domenico
I3KAN,Arrigo
I3LTT,Julio
I3QDK,Paolo
I3VAD,Giancarlo
I3VTD,Marco
I3XMQ,Adriano
I3YXQ,Giancarlo
I4CKC,Thommaso
I4DRY,Aureliano
I4EWH,Paolo
I4IKW,Marco
I4JEE,Mauro
I4JXH,Leonardo
I4LEC,Claudio (Clay)
I4OMD,Angelo
I4OQA,Yoky Giovanni
I4QHD,Giovanni
I4RHP,Rodolfo
I5EFO,Emil
I5FLN,Tony
I5JFG,Franco
I5JRR,Raffaele
I5JXT,Emilio
I5OYY,Danio (Dan)
I5QNJ,Massimo
I5RFD,Francesco
I5SFU,Sergio
I5VVA,Valerio
I5XUZ,Dino
I5ZUF,Luigi
I6FDJ,Filippo
I6GII,Antonio
I6JSH,Guido
I6KYL,Claudio
I7PXV,Vincenzo
I8DKR,Franco
I8KEW,Renzo
I8OHQ,Luigi
I8QLI,Gianni
I8SUD,Bruno
IF9ZWA,Michele (Mike)
IH8MU,Special Call
II0IDR,Club station
II1IGG,no name
II2ANT,Special call, wap-030
II7UI,Mario
II90IARU,Pietro
II9P,DX and Contest group
IK0AAE,Damiano
IK0BAL,Amanzino
IK0CNA,Alberto
IK0MHR,Roberto
IK0NOJ,Daniele
IK0RHS,Davide
IK0SHH,Stefanp
IK0VBT,Dino
IK0VWH,Riono
IK0YVV,Marco
IK1AAS,Bruno
IK1BPL,Guiseppe
IK1CCS,Ik1cch
IK1CEY,Evandro
IK1DFH,Roberto
IK1DPA,Roberto (Bob)
IK1GCB,Amedeo
IK1GEY,Fabio
IK1GPG,Massimo
IK1GPK,Ernesto
IK1GZB,Guido
IK1IYU,Piero
IK1JNP,Giovanni
IK1JTQ,Sergio
IK1MAF,Remo
IK1MNJ,Enrico
IK1MOP,Vic
IK1NDD,Calro
IK1NEG,Gabriele
IK1PXO,Pierluigi
IK1QAD,Walter
IK1QFP,Gianni
IK1RDN,Pier Luigi
IK1RQQ,Paolo
IK1SOW,Lino
IK1SOW,Pasquale
IK1TJK,Pier Giorgio
IK1UGX,Angelo
IK1VEK,Giovanni
IK1VQO,Gianluca
IK1WGX,Luca
IK2BBU,Lugi
IK2CFD,Graziano
IK2CGH,Gioacchino
IK2CIO,Vinicio
IK2CKR,Angelo
IK2CWZ,Antonino
IK2CZQ,Antonio
IK2DJV,Romeo
IK2ECC,Carlo
IK2EKO,Pierangelo
IK2EWZ,Aldo
IK2FWO,Gianni
IK2HND,Enrico
IK2ILH,Maurizio
IK2JTS,Angelo
IK2JYT,Giovanni
IK2LDM,Riccardo
IK2LEY,Fabio
IK2LOM,Diego
IK2MLY,Paolo
IK2NDG,Paolo
IK2QPR,Paolo
IK2RGV,Stefano
IK2RZQ,Claudio
IK2SAV,Danilo
IK2SIU,Unknow OM
IK2TDM,Marco
IK2TTJ,Sandro
IK2UIG,Valentino
IK2UIQ,Valentio
IK2UJS,Viller
IK2UWD,Antonio
IK2UZQ,Mario
IK2VOY,Fabrizio (Fabry)
IK2WAD,Joe
IK2WQH,Fabio
IK2WSO,Costantino (Costi)
IK2WYW,Ugo
IK2WZQ,Walter
IK2XDF,Gianpaolo
IK2YRA,Carlos
IK3DRO,Gino
IK3EDT,Angelo
IK3ELC,Luigi
IK3GER,Paolo
IK3GES,Gabriele
IK3GIB,Sergio
IK3HMB,Giorgio
IK3IUL,Silverio
IK3OCD,Flavio
IK3OGN,Gianfranco
IK3OII,Fabio
IK3PQG,Severino
IK3SSW,Antonio
IK3TZB,Gino
IK3UMZ,Italo
IK4CIE,Vittorio
IK4DRY,Stefano
IK4FUF,no name
IK4HLP,Luciano
IK4IDF,Raffaele
IK4IDP,Andrea
IK4IDW,Stefano
IK4OLQ,Andrea
IK4OMO,Vinicio
IK4YAZ,Fabrizio
IK4YWL,Nicola
IK4ZIN,Walter
IK5CYT,Renzo
IK5FYA,Renzo
IK5IIS,Fabiano
IK5IWU,Carlo
IK5OJB,Mario
IK5OO,no name
IK5QPS,Stefano
IK5SRD,Andrea
IK5TSZ,Patrizio (Patry)
IK6ARS,Daniele
IK6BAK,Eliseo
IK6CMH,Alessandro
IK6DIN,Alcide
IK6FWJ,Alessandro
IK6IHN,Stefano
IK6JOT,Fabio
IK6JOV,Maurizio
IK6OAK,Ilario
IK6OCX,Cam
IK6OOP,Rolando
IK6PRN,Stefano
IK6QON,Francesco
IK6RFQ,Elio
IK6RHT,Stefano
IK6VEM,Davide
IK6VNU,Luigi
IK6ZDF,Giacomo (Giac) 
IK7AGT,Joe
IK7DTM,Isidor
IK7FMQ,Gabriele
IK7FPU,Antonio
IK7LVE,Michele
IK7RVY,Angelo
IK7XGH,Michele
IK7XLU,Saverio
IK7XNF,Cesare
IK8DNJ,Marcello
IK8FIQ,Agostino
IK8IPO,Alfredo
IK8LVL,Claudio
IK8QBQ,no name
IK8RRY,Luciano
IK8TGH,Antonio
IK8WEJ,Francesco
IK8XMP,Lorenzo
IN3ADF,Markus
IN3AXA,Stefano
IN3EBX,Alois
IN3EBZ,Gerd
IN3EMX,Fernando (Nando)
IN3ENN,Markus
IN3EYI,Christian
IN3FST,Renzo
IN3GZL,Helmut
IN3IJL,Giancarlo
IN3MDR,Ermanno
IN3NJB,Bob
IN3RSV,Sergio
IN3SHQ,Giuliano
IN3SJG,Fausto
IN3VST,Vito
IN3XUG,Walter
IN3ZWF,Pepi
IP9FDR,Daniel
IQ2CJ,Sez ARI Cinisello Balsamo
IQ5LU,Radio Club
IQ5PT,Club Station
IQ5QO,Piero
IQ8BB,Radio Club
IQ8UW,club station
IQ9UI,Club station A.R.V.O .
IR2L,Severino
IR4X,Contest Team
IS0AAJ,Alfio
IS0ESG,Giancarlo
IS0LYN,Mario
IS4HMH,Unknown om
IT9AHH,Franco
IT9ASD,Ivan
IT9BTI,Orazio
IT9CAR,Stefano
IT9CFP,Giuseppe
IT9CHU,Vincenzo
IT9CLM,Giuseppe
IT9CTG,Vito
IT9CVX,Rosario
IT9DED,Pietro
IT9DOO,Pino (ricky) 
IT9DVZ,Robert
IT9EJP,Vincez
IT9EXH,Carmelo
IT9FTU,Francesco
IT9HTV,Gabriele
IT9IFI,Sergio
IT9MUO,Alf
IT9PBR,Piero
IT9QIK,Tommaso
IT9SSI,Dario
IT9XUA,Francesco
IU0FBK,Marco
IU0FNW,Antonio
IU0HMB,Vlado
IU0HRT,Fabio
IU0ICA,Mauro
IU0IVU,Paolo
IU0JZI,Alessandro
IU1AUG,Diego
IU1CYA,Guiseppe
IU1KGS,Carlo
IU1KZX,Alberto
IU1LPW,Gio
IU1OMR,Luca
IU2GIQ,Andrea
IU2HEE,Marco
IU2JWF,Federico
IU2LUI,Michele
IU2LYU,Nicolo
IU3EDK,Sandro
IU3EGS,Gino
IU3EIF,Stefano
IU3GKJ,Riccardo
IU3HMB,Unknown om
IU3HMH,Unkown om
IU3IOU,Jean pierre
IU3JNT,Larry
IU3NMF,Enrico
IU4FLP,Andrea
IU5ICH,Lucca
IU5ICR,Enrico
IU5IIQ,Lugianio
IU5IXQ,Fulvio
IU5KZF,Sascia
IU5LBQ,Spartaco
IU6OMV,Piero
IU7EHF,Alessio
IU7FDV,Vincenzo
IU8CNE,Luca
IU8DEC,Antonio
IV3BAY,Demetrio
IV3DRP,Adriano
IV3DYS,Slavatore
IV3EAD,Ennio
IV3GOW,Ervino
IV3HAX,Mauro
IV3IFY,Dino
IV3IQY,Paolo
IV3IUM,Antonio
IV3IYH,Roberto
IV3KAS,Luigi
IV3KVC,Ben
IV3LWZ,Carlo
IV3NGF,Igor
IV3RJH,Carlo
IV3SXI,Massimo
IV3TES,Walter
IW0BMC,Frank
IW0BSQ,Claudio
IW0CJE,Massimo
IW0EFA,Gian paolo
IW0GPW,Antonio
IW0GTL,Santo
IW0HK,Andrea
IW0HLE,Johnny (Gianni) 
IW0HOQ,Alberto
IW1BEN,Lorenzo
IW1DQS,Davide
IW1DSQ,Davide
IW1PNJ,Martino
IW1QEA,Mario
IW1RHS,Umberto
IW1RIJ,Luca
IW1RIO,Sergio
IW2BNA,Walter
IW2CNM,Alessan
IW2ETR,Paolo
IW2MWC,Sergio
IW2MXE,Diego
IW2NHE,Alberto
IW2NLJ,Michele
IW2NXI,Graziano
IW2NXL,Grazanios
IW2OBX,Roberto
IW2OEV,Luciano
IW2OGW,Norberto
IW2OGY,Luca
IW3AGO,Heinrich
IW3AGO,Heirich
IW3HDB,Dario
IW3HKW,Alberto
IW3IBK,Simon
IW3IBQ,Marco
IW3ILM,Massimo (Max)
IW3RUA,Pietro
IW3RWZ,Guiseppe
IW4EOI,Fabio
IW5DOK,Patrizio (Pat)
IW5ECW,Paulo
IW5ELA,Alessandro
IW6CIE,Lory
IW6DRH,Claudio
IW6NOB,Francesco
IW7EBE,Pino
IW8CGX,Valerio
IX1HPN,Mathieu
IX1IHR,Claudio
IZ0AEZ,Maurizio
IZ0ANH,Camillo
IZ0ARL,Maurizio
IZ0COK,Vincenzo
IZ0EHJ,Fausto
IZ0FYW,Eraldo
IZ0HAP,Andrea
IZ0HLY,Renato
IZ0HPX,Dino
IZ0HTW,Duro
IZ0JOJ,Antonio
IZ0JSE,Edy
IZ0MQN,Antonio
IZ0RPZ,Vincenzo
IZ0SSW,Andro
IZ0TTE,Tony
IZ0VJK,Stefano
IZ0WIT,Giuseppe
IZ0YCB,Renato
IZ0ZBH,Enrico
IZ1ANK,Stefano
IZ1AWE,Fede
IZ1AZA,Alessandro
IZ1BWB,Salvatore
IZ1ELP,Edgardo
IZ1FUM,Davide
IZ1HIY,Ettore
IZ1JKH,Valter
IZ1JMN,Narciso
IZ1LAD,Paolo
IZ1LAM,Maurizio
IZ1PLH,Salvo
IZ1TNA,Paolo
IZ1UBM,Antonio
IZ1UIA,Flavio
IZ1UJM,Fabrizio
IZ1UKG,Paolo
IZ1ZMG,Simone
IZ2BHQ,Giorgio
IZ2DAY,Matteo
IZ2DQB,Frank
IZ2FNJ,Pierpaolo
IZ2GMF,Angelo
IZ2GRG,Stanislav
IZ2IHO,Massimo
IZ2IPF,Mauro
IZ2KTP,Marco
IZ2MGN,Maurizio (Mauri)
IZ2ODT,Graziano
IZ2OIF,Michael
IZ2PCQ,Arnaldo
IZ2QZH,Lorenzo
IZ2SDK,Mario
IZ2SXZ,Nico
IZ2UUG,Stefano
IZ2YJD,Ivan
IZ2ZSE,Andrea
IZ3ATU,Emanuele
IZ3BJA,Vittorio
IZ3EIN,Massimo
IZ3ETU,Carlo
IZ3GME,Marco
IZ3GOM,Gabriele
IZ3IYK,Paolo
IZ3KIF,Rony
IZ3KW,Unknown om
IZ3NVR,Andrea
IZ3PYE,Massimo
IZ3SOI,Giovanni
IZ3WXK,Giorgio
IZ3YPS,Guido
IZ4BBF,Sergio
IZ4BPF,Pistscchio
IZ4DYX,Giorgio
IZ4DZD,Angelo
IZ4EFP,Bruno
IZ4EKI,Tomaso
IZ4IRJ,Albert
IZ4NIC,Nicola
IZ4OUL,Primo
IZ4RCF,Carlo, Perseus-Spezialist
IZ4RCH,Angelo
IZ4VQS,Alessandro
IZ4ZBO,Mauro
IZ5AHA,Luciano
IZ5ASB,no name
IZ5CMI,Alessandro
IZ5CPK,Renato
IZ5FSO,Pietro
IZ5GST,Steve
IZ5HMK,Guido
IZ5JF,Claut
IZ5JMZ,Giovanni
IZ5OPX,Mauro
IZ5RLK,Ricardo
IZ5RVG,Marco
IZ5RWM,Guiseppe
IZ5WTV,Henry
IZ6BUV,Leo
IZ6BXP,Stefano
IZ6FCK,Gianpiero
IZ6FHZ,Eldo
IZ6SFB,Andrea
IZ6YLM,Fiorello
IZ7DMT,Vito
IZ7FLP,Giovanni
IZ7GMN,Frank
IZ7QFQ,Angelo
IZ7UNJ,Damiano
IZ8CGS,Giannt
IZ8DFH,Unknown om
IZ8DFO,Gallo
IZ8DWN,Luigi
IZ8EEL,Antonio
IZ8EFB,Fontana
IZ8EFD,Michele
IZ8EGM,Aurelio
IZ8FDH,Paolo
IZ8GCP,Morris
IZ8GEX,Angelo
IZ8LFI,Vincenzo
IZ8MTC,Giuseppe
IZ8NWA,Francesco
IZ8OFO,Carlo
IZ8PWN,Michele
IZ8RSO,Francesco
IZ8SKD,Paolo
IZ8XJI,Angelo
IZ8XQC,Antonio
IZ8XXE,Domenico (mimmo)
J28NC,Christian
J42CPMV,Radioclub
J68RL,Rick
JA1QVR,Sam
JA1SFL,Hisashi
JA1TLK,Masa
JA2WYN,Tom
JA4FKX,Akira
JA5JGY,Takashi
JA7GBS,Zyu
JA8EAT,Jasutaka
JA8KSF,Nory
JF3PNQ,Mako
JF8LPB,Keiichi
JH1GEX,Komatsu
JH1MDJ,Kiyotaka
JH2FXK,Shige
JI3MJK,Toshihiko
JJ1IRS,Toru
JL1IEO,Kazuhiko
JR0QWW,Taro
JR1BLX,Tadashi
JR4CEB,Tomoaki
JR6GIM,Kue
JR8BRK,Shinichi
JT1AA,Gantulga Ts
K0BBC,Matt
K0ER,Jerry
K0IO,John
K0LAF,Charles
K0RS,Larry
K1BV,Ted
K1CM,Paul
K1CT,William
K1DG,Doug
K1DT,David
K1KI,Tom
K1LT,Victor
K1WI,Andrew
K1ZZ,Dave
K2EL,Elmar
K2LT,Lee
K2ODC,Robin
K2TQC,Bill
K2VV,John
K2XYL,Margreet
K2YGM,Robert
K2ZC,David
K3EL,Dave
K3FGO,Gary
K3IE,Hunter
K3JZD,Joseph
K3KYR,Jeff
K3RA,Rol
K3TCU,Gary
K3TN,John
K3WU,James
K4BAI,John
K4CIA,William
K4DY,Les
K4MF,Gary
K4MIJ,Ralph
K4MM,Thomas
K4MZR,Gregg
K4PIC,Larry
K4PI,Thomas
K4QS,Charles
K4WA,Steve
K4WOP,James
K4XS,Bill
K4YA,Myron
K5CAO,Serhiy
K5DEM,Joseph
K5DEZ,Timothy
K5EW,Stanley
K5LY,Lee
K5WI,William
K5ZD,Randall
K6EL,Elliott
K6MW,Michael
K6SSS,Frederick
K7DO,Roger
K7JFD,James
K7MOA,Keith
K7ZO,Scotta
K8CW,Alan
K8HSY,Ron
K8IU,Orville
K8KWT,Robert
K8LJG,John
K8MFO,Don
K9BWQ,Frank
K9CJM,Thom
K9CT,Craig
K9EZ,Ron
K9IA,Charles
K9LJN,Gary
K9MM,John
K9PM,Paul
K9ZMD,Gary
KA1R,Matt
KA1URP,Ryan
KA2LHO,Kraig
KA3CRC,Thomas
KA9IBS,Dennis
KB1JD,no name
KB1PBA,Peter
KB1RJC,Herman
KB1RJD,Merle
KB1WSR,Ray
KB3TEL,Mike
KB4WJA,Michael
KB4ZGO,Anthony
KB7HH,Jack
KB9ILT,Paul
KC0QYU,Kyle
KC1XX,Matt
KC3NT,Edward
KC3RT,Eugene
KC4WZB,Joel
KD1CT,Robert
KD2FND,Richard
KD3VW,Daniel
KD5KC,Michael
KD8DEU,Allan
KD9ILT,Ashley
KE5AKL,Michael
KE5BHT,Heidi
KF4MH,Harold
KF4ZZY,Max
KF7IQ,Michael
KG0AQ,Daniel
KG3W,Scott
KG3WW,no name
KG4W,Ed
KG5AUU,Brent
KG7E,James
KG8P,Thomas
KI1U,Michael
KI4SVM,Patrick
KI6EDB,John
KJ4JSQ,Bill
KJ9X,Gregg
KK1W,James
KL8DX,Phil
KM0Z,Douglas
KO1U,Mark
KP2M,Radio Reef
KP2Q,DXers In Paradise
KP3Z,Puerto Rico Contest Club
KP4CPC,Carlos
KQ2M,Robert
KQ2RP,Christopher
KR7RK,Keith
KT5X,Fred
KV2K,Contest Club
KW3F,Robert
KW4FF,Albert
KX0R,George
KY9KYO,Aurel
KZ1X,Stephen
L33M,Osvaldo Daniel
LA0FA,Mathias
LA0RBA,no name
LA1CCA,Stellander
LA1DHA,Tom
LA1EBA,Hans
LA1ENA,Aage
LA1EOA,Roar
LA1KHA,Kjell
LA1OSA,Widar
LA1TPA,Mads
LA2HFA,Andy
LA2LI,Thor
LA2NTA,Alo
LA3BO,Svein
LA3DNA,Leif
LA3FL,Per
LA3GI,Kjell
LA3MBA,Arne
LA3NGA,Henning
LA4CIA,Lewi
LA4TTA,Erland
LA5FJA,Paul
LA5HL,Erik
LA5SAA,Mike
LA5UF,Joe
LA5WNA,Odd Harld
LA5XTA,Erik
LA6BB,Andersen
LA6IKA,Sven
LA6SK,Borre
LA6YIA,Rune
LA7DHA,Per
LA7SI,Per
LA8BCA,Terje
LA8DK,Raul
LA8LGA,Jens
LA8OM,Christian
LA8UU,Odd Kristian
LA8WF,Jon
LA9BM,Leif
LA9DSA,Knut
LA9OI,Olav
LA9PJA,Carlos
LA9RFA,John-Harald
LA9VK,Hal
LA9XGA,Tor
LA9XSA,Gunnar
LB0OG,Marcin
LB1DH,Darek
LB1RH,Lauris
LB1TI,Stian
LB3NH,Henrik
LB4CD,Ola
LB4FH,Kjetil
LB4MI,Helge
LB5HG,Thomas
LB6BG,Mick
LB6GG,Hans
LB8CG,Mikhail
LB8IG,Vlad
LB9RC,Karl
LJ1GB,Bjoern
LO5D,Mark
LP1H,Ramon
LT1F,Ops: Bad Power
LU1YT,Carlos
LU5FF,Javier (Javi)
LU6EF,Raul
LU7HN,Rene
LU7YS,Sergio 
LU8YE,Radio Club de los Andes
LV1F,Felipe
LX1CC,Mill
LX1CW,Gilbert
LX1FF,Frenz (Frank)
LX1GA,Andre
LX1MU,Marc
LX1NO,Norby
LX1RFJ,Jose Fernando
LX1TSF,Jean-Marie
LX1XX,Alain
LX7I,Contest Call
LY100S,Special Call
LY10EU,Special event station
LY10T,Valerijus
LY1M,Audrius
LY1NDN,Victor
LY1N,Gytis
LY1SR,Romualdas
LY1WR,Vilius
LY2BNL,Valdas
LY2CX,Vigis
LY2ER,Stasys
LY2FN,Ricardas
LY2GN,no name
LY2GW,Artur
LY2LE,Gin
LY2MM,Albinas
LY2NZ,Rimantas
LY2PX,Willy
LY2QT,Valerijus
LY3AB,Anris
LY3A,Stanislavas
LY3B,Algirdas
LY3BG,Vytautas
LY3IV,Rolandas
LY3W,Rimas
LY4A,Rolandas (Roli)
LY4BO,Antanas
LY4BR,Algirdas
LY5A,Radio Club
LY5G,Vitas
LY7Z,Contest Call
LY8O,Remi
LZ10WCA,World Castle Award HBD
LZ19CY,Radio Club
LZ1BY,Dimitar
LZ1CY,Angel
LZ1DB,Kolyo
LZ1DQ,Vladimir
LZ1FH,Boyko
LZ1FJ,Kiril
LZ1GC,Stanislav
LZ1GJ,Jany
LZ1GRI,Georgi
LZ1GU,Harry
LZ1HDA,Christo
LZ1HM,Hristo
LZ1HW,Spas
LZ1IA,Ivan
LZ1IC,Ivan
LZ1IF,Ivan
LZ1IKY,Ilko
LZ1IN,Ivan
LZ1JGJ,Unknown om
LZ1JP,Asen
LZ1KD,Raf
LZ1KGD,Radio Club
LZ1KP,Konstantin
LZ1KZX,Radioclub station
LZ1MDU,Dimitar
LZ1MG,Malen
LZ1ND,Ted
LZ1NG,Nik
LZ1PF,Krum
LZ1QI,Petko
LZ1UBO,Georgi
LZ1WF,Vasil
LZ1WG,Vidju
LZ1WTA,Val
LZ1XL,Minko
LZ1XM,Anton
LZ1XN,Adam
LZ1XX,Milan
LZ1XZ,Stefan
LZ1YE,Nasko
LZ1YG,Ivan
LZ1YW,Yoan
LZ1ZC,Ben
LZ2AF,Rumen
LZ2BAB,Boris
LZ2BR,Petko
LZ2CF,Maxim
LZ2CH,Krasimir
LZ2CP,Conyo
LZ2CU,Boryana
LZ2DD,Rumen
LZ2DL,Drago
LZ2DS,Atanas
LZ2DSJ,no name
LZ2FY,Ivan
LZ2HN,Koly
LZ2HT,Ivan
LZ2JB,Marin
LZ2JE,Vesko
LZ2LH,Ivan
LZ2LP,Ivan
LZ2LT,Steve
LZ2MW,Manol
LZ2NP,Nicky
LZ2OG,Alexander
LZ2OQ,Georgi
LZ2OQV,George
LZ2RM,Valeri
LZ2RS,Rumi
LZ2SL,Hristo
LZ2XD,Margarit
LZ2ZA,Todorodor
LZ3IW,Ivan
LZ3PZ,Lubomir (Lubo)
LZ3QE,Ando
LZ3SM,Svetozar
LZ3TY,Plam
LZ3XT,Zapryan
LZ3YY,Atanas
LZ3ZX,Svetoslav
LZ4GL,George
LZ4KD,Kiril
LZ4YJ,Rosen
LZ5ET,Gerasim (Nik)
LZ5ETL,Unknown om
LZ6C,Radio Club SILPA Ltd.
LZ7H,Contest Call
LZ7MM,Svetlin
LZ883PI,Radio Club Blagovestnik
LZ90IARU,BFRA Bulgarian Federation
M0AAC,Pat
M0AEK,John
M0ARQ,Ray
M0BIN,Charles
M0BKV,Damian
M0BLF,Dominic
M0BSV,Andy
M0BUI,Les
M0BVE,Dave
M0CDP,Paul
M0CEF,Jan-Martin
M0COP,Peter
M0CQE,Paul
M0CVR,Paul (Dan)
M0CYR,Peter
M0DDT,Colin
M0DHP,Ray
M0DTC,Gez
M0DXT,Bill
M0ELT,Carl
M0FMF,Andy
M0GIB,David
M0HAZ,Ant
M0HCU,Don
M0HDF,Angel
M0HDU,John
M0HEM,John
M0HQO,Pete
M0HTE,John
M0IBC,Dave
M0IJK,Peter
M0IML,Barry
M0IRC,Dave
M0JBG,no name
M0JCQ,James
M0JLA,Rod
M0KCM,Ian
M0KPW,Chris
M0KVA,Alex
M0LEP,Rick
M0LPT,Panagiotis
M0LUD,Graham
M0MAA,no name
M0MCY,Michael GFF-0286
M0MDA,Mick
M0MNM,Bob
M0MPM,Michiel
M0NJH,Neli
M0NOM,Mark
M0NTC,Ges
M0NWW,Nigel
M0OAT,Graeme
M0PAI,Adrian
M0PIE,Bob
M0PLA,Paul
M0PTZ,Paul
M0PXD,Paul
M0RAD,Mikel
M0RBG,Richard
M0RNS,Martin
M0RTY,no name
M0RTZ,Simon (Psi)
M0RYB,Peter
M0SSD,Georg
M0SWO,Anthony
M0TAV,Vinny
M0TMD,Helen
M0TUB,Dave
M0TVU,Paul
M0TWB,Tony
M0UAT,Ian
M0VCZ, Paul
M0VED,Anthony
M0VFR,Steve
M0VKC,Nigel
M0VTD,Stuart
M0WBG,Neil
M0WML,Gerald
M0XOC,Mike
M0XRS,Chris
M0XSD,Colin
M0YCJ,Colwyn
M0YCQ,Steve
M0YDH,David
M0YHB,Helen
M0YOL,Dave
M0ZZA,Anthony
M10BYS,no name
M1BUU,Colin
M1CNL,Peter
M1EES,David
M1EYP,Tom
M1FHM,Alan
M1HAX,Richard
M1MAJ,Martyn
M1PAH,Dave
M1TES,James
M2A,Club Call
M2L,Shaun
M3AEX,Craig
M3CJC,Colin
M3DPQ,Bob
M3FEH,Karl
M3GJA,Trevor
M3I,Contest Call
M3JFM,Paul
M3NHA,Tony
M3RMD,Mr. MD
M3XIE,David
M3YYK,Keith
M3ZCB,Caroline
M6AOC,Duncan
M6ARF,Michael
M6BLV,John
M6BRV,David
M6BYW,Debbie xy of bill
M6CPZ,Merlin
M6DXD,David
M6EPW,Liz
M6FGG,Kevin
M6FJD,Karl
M6GYU,David
M6IOL,Mark
M6KBH,Keith
M6KET,John
M6KUE,Ian
M6KVJ,Dave
M6MPC,Mike
M6NHA,Sara
M6POE,Saska
M6RGF,Russ
M6TNE,Tony
M6VAR,Tasos
M6VWE,Chris
M6VWX,Graham
M6WND,Elaine
M6WRW,no name
M6WSB,Stephen
M6XPB,Marcus
M6XXD,Paul
M7AFI,Nickie
M7PLO,Paul
MD0CEE,Bob
MI0AIH,David
MI0CBH,Chris
MI0GOZ,Vladas
MI0JLA,Rod
MI0JST,Victor
MI0RTY,Martin
MI0SAI,Simon
MI0ZAO,Ross
MI1EYP,Tom
MI1MAJ,Martyn
MI3ZCB,Caroline
MI6NID,Peter
MI7LAJ,James
MJ1EYP,Tom
MK0BKV,Damian
MM0CIN,Richard
MM0CYR,Peter
MM0DHY,Arthur
MM0EPZ,Steve
MM0FMF,Andy
MM0GOG,Duncan
MM0GYX,Ian
MM0HZJ,Stephen
MM0IMC,Ian
MM0JLA,Rod
MM0MZW,Mike
MM0OAT,Graeme
MM0ROV,Mike
MM0RYP,Mark
MM0SBO,Boyd
MM0TAI,Adrian
MM0TFU,Iain
MM0USU,Andy
MM0VEG,John
MM0VFC,Robert
MM0XPZ,Steve
MM0YCG,Colwyn
MM0YCJ,Colwyn
MM0YHB,Helen
MM1BUU,Colin
MM1HMZ,Brian
MM1MAJ,Martyn
MM1MHJ,unknown OM
MM3BRR,Richard
MM3IBM,Charles
MM3LLU,Brian
MM3PDM,Peter
MM3ZCB,Caroline
MM3ZRZ,Dave
MM5DWW,David
MM7OZY,Marty
MO0CEF,Jean-Martin
MO1EYP,Tom
MS0TA,Andy
MU0GSY,Lionel
MW0BBU,Steve
MW0BLF,Dominic
MW0BYS,Bill
MW0CBC,Denis
MW0GQY,Mario
MW0IDX,Roger
MW0IML,Barry
MW0JA,Rod
MW0JLA,Rod
MW0JWP,John
MW0KCB,Darius
MW0RSS,Peter
MW0TYM,Alastair
MW0VFC,Robert
MW0WBG,Neil
MW0XOT,John
MW0YCC,Alan
MW0YDH,David
MW0YHB,Helen
MW0ZAP,James
MW1CFN,John
MW1EYP,Tom
MW3PZO,Sean
MW3RNI,Kevin
MW5AAO,Gary
MW6BDV,Barry
MW6GWR,Ricky
MX1SWL,Club Callsign
N0FW,Pete
N0MX,Mario
N0NI,Toni
N0TU,Michael
N1AW,Albert
N1EU,Barry
N1FJ,Francis
N1GB,George
N2BTD,Brian
N2GWT,Fabio
N2JJ,James
N2NI,Michael
N2WKS,Zev
N2YTF,Thomas
N3GJ,George
N3II,David
N3OJ,William
N3RS,Ronald
N4BP,Bob
N4CJ,Christopher
N4DA,Luther
N4DJ,Donald
N4EX,Rich
N4FI,Karel
N4MJ,Glenn
N4NO,Jerry
N4QS,Dave
N4VN,Ronald
N5PHT,Gary
N5XL,David
N6KZ,James
N6TA,Al
N7AMA,Thomas
N7CW,Warren
N7CY,Lee
N7OT,Paul
N7UN,Guy
N8BB,Werner
N8HN,Stan
N8II,Jeff
N8NA,Karl
N9AKR,Robert
N9EN,Bradley
N9KW,John
N9MM,Norman kff-4417
N9MM, Norm KFF-4417
N9RD,Juergen
N9XG,Ian
NA6MG,Dan
NC4M,Jonathan
ND0C,Randy
NE4TN,Walter
NE4TT,James
NF1R,Clayton
NF4A,Charles
NF9V,Rudolph
NG2T,Jeff
NK8Q,Mark
NL7V,Paul
NM5S,Alan
NM7G,Gary
NN1N,David
NN6CH,Eugene
NQ7R,Thomas 
NR4M,Steve
NS7P,Phillip
NU7B,Stephen
NW7E,Mike
NX1T,Alex
NY0V,Tom
OE100GOA,Gregor
OE100SPW,Paul
OE1DEW,Hans
OE1HFC,Hermann
OE1ITA,Aline
OE1JEW,Hans
OE1KLA,Karl
OE1KPB,Karl
OE1MVA,Martin
OE1SGU,Hannes
OE1THT,Thomas
OE1TKS,Tom
OE1TKW,Helmut
OE1WED,Gerhard
